Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,RSI_14,SMA_20,Price_SMA_Ratio,MACD_Line,MACD_Signal,MACD_Hist,Volatility_20,Sentiment_Avg,Positive_Ratio,Negative_Ratio,Article_Count,earnings_flag,product_launch_flag,ceo_change_flag,merger_flag,dividend_flag,Next_Close,Price_Change_Pct,Label
2026-05-28 00:00:00-04:00,211.03403615445995,215.2691056248748,210.97410844231206,214.0006,143996000,0.0,0.0,NVDA,52.5114,214.6294,0.9971,4.5729,6.4836,-1.9108,40.3149,0.0,0.0,0.0,0,0,0,0,0,0,210.8942108154297,-1.4516,0
2026-05-29 00:00:00-04:00,214.33020874183248,217.6063892667686,210.88422794322287,210.8942,289410600,0.0,0.0,NVDA,46.2519,215.2072,0.98,3.789,5.9447,-2.1557,36.7451,0.0,0.0,0.0,0,0,0,0,0,0,224.09881591796875,6.2612,1
2026-06-01 00:00:00-04:00,215.47885750139108,224.60821672379726,215.44889364463796,224.0988,212850700,0.0,0.0,NVDA,53.8961,216.5012,1.0351,4.1851,5.5928,-1.4077,42.1839,0.0,0.0,0.0,0,0,0,0,0,0,222.56060791015625,-0.6864,0
2026-06-02 00:00:00-04:00,226.91551751623658,232.00958636747916,221.09231801448135,222.5606,193362900,0.0,0.0,NVDA,51.6104,217.7168,1.0222,4.325,5.3392,-1.0142,42.3966,0.0,0.0,0.0,0,0,0,0,0,0,214.5,-3.6218,0
2026-06-03 00:00:00-04:00,221.46188713313538,222.56061267075634,214.2602739078757,214.5,160907000,0.0,0.0,NVDA,41.6516,218.6282,0.9811,3.7423,5.0199,-1.2775,44.6809,0.0,0.0,0.0,0,0,0,0,0,0,218.66000366210938,1.9394,1
2026-06-04 00:00:00-04:00,213.91000366210938,221.60000610351562,210.97000122070312,218.66,169022200,0.25,0.0,NVDA,36.1213,219.1818,0.9976,3.575,4.7309,-1.1559,40.5532,0.0,0.0,0.0,0,0,0,0,0,0,205.10000610351562,-6.2014,0
2026-06-05 00:00:00-04:00,214.52999877929688,214.8699951171875,204.3300018310547,205.1,219655500,0.0,0.0,NVDA,34.3337,218.8741,0.9371,2.3214,4.249,-1.9275,46.1807,0.0,0.0,0.0,0,0,0,0,0,0,208.63999938964844,1.726,1
2026-06-08 00:00:00-04:00,210.17999267578125,210.47000122070312,206.0,208.64,138372800,0.0,0.0,NVDA,39.5538,218.5586,0.9546,1.5953,3.7182,-2.123,46.1683,0.0,0.0,0.0,0,0,0,0,0,0,208.19000244140625,-0.2157,0
2026-06-09 00:00:00-04:00,210.6199951171875,211.39999389648438,199.33999633789062,208.19,180962500,0.0,0.0,NVDA,40.3439,218.0089,0.955,0.9722,3.169,-2.1968,45.5101,0.0,0.0,0.0,0,0,0,0,0,0,200.4199981689453,-3.7322,0
2026-06-10 00:00:00-04:00,204.42999267578125,207.22000122070312,199.9199981689453,200.42,161746600,0.0,0.0,NVDA,33.2169,217.0038,0.9236,-0.1468,2.5059,-2.6527,47.0463,0.0,0.0,0.0,0,0,0,0,0,0,204.8699951171875,2.2203,1
2026-06-11 00:00:00-04:00,201.49000549316406,205.66000366210938,199.5399932861328,204.87,158643200,0.0,0.0,NVDA,39.4835,215.9689,0.9486,-0.6669,1.8713,-2.5382,46.9955,0.0,0.0,0.0,0,0,0,0,0,0,205.19000244140625,0.1562,1
2026-06-12 00:00:00-04:00,204.86000061035156,207.07000732421875,203.44000244140625,205.19,112001800,0.0,0.0,NVDA,42.338,214.4551,0.9568,-1.0412,1.2888,-2.33,43.5017,0.0,0.0,0.0,0,0,0,0,0,0,212.4499969482422,3.5382,1
2026-06-15 00:00:00-04:00,208.9199981689453,212.7100067138672,208.33999633789062,212.45,149936700,0.0,0.0,NVDA,48.4859,213.8247,0.9936,-0.7435,0.8824,-1.6258,43.5262,0.0,0.0,0.0,0,0,0,0,0,0,207.41000366210938,-2.3723,0
2026-06-16 00:00:00-04:00,211.17999267578125,211.49000549316406,207.2899932861328,207.41,125694100,0.0,0.0,NVDA,46.6653,213.0922,0.9733,-0.9038,0.5251,-1.4289,44.0225,0.0,0.0,0.0,0,0,0,0,0,0,204.64999389648438,-1.3307,0
2026-06-17 00:00:00-04:00,208.52999877929688,209.2100067138672,203.0800018310547,204.65,128363500,0.0,0.0,NVDA,43.7845,212.307,0.9639,-1.2393,0.1722,-1.4115,44.1461,0.0,0.0,0.0,0,0,0,0,0,0,210.69000244140625,2.9514,1
2026-06-18 00:00:00-04:00,207.3300018310547,211.38999938964844,206.5,210.69,241272000,0.0,0.0,NVDA,49.8694,211.681,0.9953,-1.0062,-0.0634,-0.9427,45.3309,0.0,0.0,0.0,0,0,0,0,0,0,208.64999389648438,-0.9683,0
2026-06-22 00:00:00-04:00,211.44000244140625,213.99000549316406,207.72000122070312,208.65,122041400,0.0,0.0,NVDA,38.4691,211.1508,0.9882,-0.9748,-0.2457,-0.7291,45.0618,0.0,0.0,0.0,0,0,0,0,0,0,200.0399932861328,-4.1265,0
2026-06-23 00:00:00-04:00,202.1699981689453,203.77000427246094,200.0,200.04,153496200,0.0,0.0,NVDA,34.7958,210.3988,0.9508,-1.626,-0.5218,-1.1042,46.8264,0.0,0.0,0.0,0,0,0,0,0,0,199.0,-0.5199,0
2026-06-24 00:00:00-04:00,200.1199951171875,201.6699981689453,196.5800018310547,199.0,151810700,0.0,0.0,NVDA,38.4397,209.6183,0.9493,-2.2006,-0.8575,-1.343,46.8299,0.0,0.0,0.0,0,0,0,0,0,0,195.74000549316406,-1.6382,0
2026-06-25 00:00:00-04:00,200.0800018310547,200.8000030517578,192.1300048828125,195.74,149550000,0.0,0.0,NVDA,32.6731,208.7877,0.9375,-2.8857,-1.2632,-1.6226,46.9948,0.0,0.0,0.0,0,0,0,0,0,0,192.52999877929688,-1.6399,0
2026-06-26 00:00:00-04:00,193.1199951171875,195.5500030517578,191.22000122070312,192.53,179304100,0.0,0.0,NVDA,38.7345,207.7142,0.9269,-3.6457,-1.7397,-1.906,46.9994,0.0,0.0,0.0,0,0,0,0,0,0,194.97000122070312,1.2673,1
